GEO_CODE (POR),GEO_NAME,dimension,Member ID: Profile of Economic Regions (2247),total
2435,Montérégie,Burmese,2194,0.00
2435,Montérégie,Karenic languages,2195,0.00
2435,Montérégie,Tibetan,2196,0.00
2435,Montérégie,"Tibeto-Burman languages, n.i.e.",2197,0.00
2435,Montérégie,Tai-Kadai languages,2198,25.00
2435,Montérégie,Lao,2199,25.00
2435,Montérégie,Thai,2200,0.00
2435,Montérégie,"Tai-Kadai languages, n.i.e",2201,0.00
2435,Montérégie,Turkic languages,2202,15.00
2435,Montérégie,Azerbaijani,2203,0.00
2435,Montérégie,Turkish,2204,10.00
2435,Montérégie,Uyghur,2205,0.00
2435,Montérégie,Uzbek,2206,0.00
2435,Montérégie,"Turkic languages, n.i.e.",2207,0.00
2435,Montérégie,Uralic languages,2208,0.00
2435,Montérégie,Estonian,2209,0.00
2435,Montérégie,Finnish,2210,0.00
2435,Montérégie,Hungarian,2211,0.00
2435,Montérégie,"Uralic languages, n.i.e.",2212,0.00
2435,Montérégie,"Other languages, n.i.e.",2213,0.00
2435,Montérégie,Multiple responses,2214,61485.00
2435,Montérégie,English and French,2215,58190.00
2435,Montérégie,English and non-official language,2216,820.00
2435,Montérégie,French and non-official language,2217,940.00
2435,Montérégie,"English, French and non-official language",2218,1535.00
2435,Montérégie,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2015 - 25% Sample Data",2219,851295.00
2435,Montérégie,None,2220,557395.00
2435,Montérégie,English,2221,233005.00
2435,Montérégie,French,2222,52045.00
2435,Montérégie,Non-official language,2223,5765.00
2435,Montérégie,Aboriginal,2224,80.00
2435,Montérégie,Non-Aboriginal,2225,5685.00
2435,Montérégie,English and French,2226,205.00
2435,Montérégie,English and non-official language,2227,2200.00
2435,Montérégie,French and non-official language,2228,660.00
2435,Montérégie,"English, French and non-official language",2229,15.00
2435,Montérégie,Total - Mobility status 1 year ago - 25% sample data,2230,1459045.00
2435,Montérégie,Non-movers,2231,1303950.00
2435,Montérégie,Movers,2232,155100.00
2435,Montérégie,Non-migrants,2233,74475.00
2435,Montérégie,Migrants,2234,80625.00
2435,Montérégie,Internal migrants,2235,75180.00
2435,Montérégie,Intraprovincial migrants,2236,72755.00
2435,Montérégie,Interprovincial migrants,2237,2425.00
2435,Montérégie,External migrants,2238,5445.00
2435,Montérégie,Total - Mobility status 5 years ago - 25% sample data,2239,1391245.00
2435,Montérégie,Non-movers,2240,916100.00
2435,Montérégie,Movers,2241,475145.00
2435,Montérégie,Non-migrants,2242,219275.00
2435,Montérégie,Migrants,2243,255865.00
2435,Montérégie,Internal migrants,2244,232880.00
2435,Montérégie,Intraprovincial migrants,2245,226290.00
2435,Montérégie,Interprovincial migrants,2246,6590.00
2435,Montérégie,External migrants,2247,22990.00
2440,Montréal,"Population, 2016",1,1942044.00
2440,Montréal,"Population, 2011",2,1886481.00
2440,Montréal,"Population percentage change, 2011 to 2016",3,2.90
2440,Montréal,Total private dwellings,4,939112.00
2440,Montréal,Private dwellings occupied by usual residents,5,870373.00
2440,Montréal,Population density per square kilometre,6,3889.80
2440,Montréal,Land area in square kilometres,7,499.26
2440,Montréal,Total - Age groups and average age of the population - 100% data,8,1942045.00
2440,Montréal,0 to 14 years,9,304470.00
2440,Montréal,0 to 4 years,10,109740.00
2440,Montréal,5 to 9 years,11,104380.00
2440,Montréal,10 to 14 years,12,90350.00
2440,Montréal,15 to 64 years,13,1313915.00
2440,Montréal,15 to 19 years,14,97830.00
2440,Montréal,20 to 24 years,15,139720.00
2440,Montréal,25 to 29 years,16,153505.00
2440,Montréal,30 to 34 years,17,152195.00
2440,Montréal,35 to 39 years,18,147485.00
2440,Montréal,40 to 44 years,19,128970.00
2440,Montréal,45 to 49 years,20,125510.00
2440,Montréal,50 to 54 years,21,131865.00
2440,Montréal,55 to 59 years,22,127010.00
2440,Montréal,60 to 64 years,23,109825.00
2440,Montréal,65 years and over,24,323660.00
2440,Montréal,65 to 69 years,25,95180.00
2440,Montréal,70 to 74 years,26,72395.00
2440,Montréal,75 to 79 years,27,57285.00
2440,Montréal,80 to 84 years,28,46700.00
2440,Montréal,85 years and over,29,52100.00
2440,Montréal,85 to 89 years,30,32310.00
2440,Montréal,90 to 94 years,31,15190.00
2440,Montréal,95 to 99 years,32,3950.00
2440,Montréal,100 years and over,33,645.00
2440,Montréal,Total - Distribution (%) of the population by broad age groups - 100% data,34,100.00
2440,Montréal,0 to 14 years,35,15.70
2440,Montréal,15 to 64 years,36,67.70
2440,Montréal,65 years and over,37,16.70
2440,Montréal,85 years and over,38,2.70
2440,Montréal,Average age of the population,39,40.60
2440,Montréal,Median age of the population,40,39.10
2440,Montréal,Total - Occupied private dwellings by structural type of dwelling - 100% data,41,870370.00
2440,Montréal,Single-detached house,42,99490.00
2440,Montréal,Apartment in a building that has five or more storeys,43,126600.00
2440,Montréal,Other attached dwelling,44,643860.00
2440,Montréal,Semi-detached house,45,32185.00
2440,Montréal,Row house,46,33500.00
2440,Montréal,Apartment or flat in a duplex,47,108885.00
2440,Montréal,Apartment in a building that has fewer than five storeys,48,465920.00
2440,Montréal,Other single-attached house,49,3370.00
2440,Montréal,Movable dwelling,50,425.00
2440,Montréal,Total - Private households by household size - 100% data,51,870375.00
2440,Montréal,1 person,52,342510.00
2440,Montréal,2 persons,53,259295.00
2440,Montréal,3 persons,54,118645.00
2440,Montréal,4 persons,55,97485.00
2440,Montréal,5 or more persons,56,52435.00
2440,Montréal,Number of persons in private households,57,1894995.00
2440,Montréal,Average household size,58,2.20
2440,Montréal,Total - Marital status for the population aged 15 years and over - 100% data,59,1637575.00
2440,Montréal,Married or living common law,60,799705.00
2440,Montréal,Married,61,579130.00
2440,Montréal,Living common law,62,220575.00
2440,Montréal,Not married and not living common law,63,837870.00
2440,Montréal,Never married,64,585780.00
2440,Montréal,Separated,65,33635.00
2440,Montréal,Divorced,66,126995.00
2440,Montréal,Widowed,67,91460.00
2440,Montréal,Total - Census families in private households by family size - 100% data,68,485290.00
2440,Montréal,2 persons,69,241425.00
2440,Montréal,3 persons,70,109090.00
2440,Montréal,4 persons,71,93220.00
2440,Montréal,5 or more persons,72,41555.00
2440,Montréal,Average size of census families,73,2.90
2440,Montréal,Total number of census families in private households - 100% data,74,485285.00
2440,Montréal,Total couple families,75,385590.00
2440,Montréal,Married couples,76,275405.00
2440,Montréal,Common-law couples,77,110185.00
2440,Montréal,Total lone-parent families by sex of parent,78,99700.00
2440,Montréal,Female parent,79,81195.00
2440,Montréal,Male parent,80,18510.00
2440,Montréal,Total - Couple census families in private households - 100% data,81,385585.00
2440,Montréal,Couples without children,82,178105.00
2440,Montréal,Couples with children,83,207480.00
2440,Montréal,1 child,84,82305.00
2440,Montréal,2 children,85,85985.00
2440,Montréal,3 or more children,86,39185.00
2440,Montréal,Total - Lone-parent census families in private households - 100% data,87,99700.00
2440,Montréal,1 child,88,63310.00
2440,Montréal,2 children,89,26780.00
2440,Montréal,3 or more children,90,9605.00
2440,Montréal,Total - Persons not in census families in private households - 100% data,91,488715.00
2440,Montréal,Total - Private households by household type - 100% data,92,870375.00
2440,Montréal,One-census-family households,93,469260.00
2440,Montréal,Without children in a census family,94,172620.00
2440,Montréal,With children in a census family,95,296640.00
2440,Montréal,Multiple-census-family households,96,7855.00
2440,Montréal,Non-census-family households,97,393255.00
2440,Montréal,One-person households,98,342510.00
2440,Montréal,Two-or-more person non-census-family households,99,50750.00
2440,Montréal,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,100,1914755.00
2440,Montréal,English only,101,220425.00
2440,Montréal,French only,102,517445.00
2440,Montréal,English and French,103,1131675.00
2440,Montréal,Neither English nor French,104,45205.00
2440,Montréal,Total - First official language spoken for the total population excluding institutional residents - 100% data,105,1914760.00
2440,Montréal,English,106,543485.00
2440,Montréal,French,107,1164335.00
2440,Montréal,English and French,108,163025.00
2440,Montréal,Neither English nor French,109,43910.00
2440,Montréal,Official language minority (number),110,625000.00
2440,Montréal,Official language minority (percentage),111,32.60
2440,Montréal,Total - Mother tongue for the total population excluding institutional residents - 100% data,112,1914760.00
2440,Montréal,Single responses,113,1823085.00
2440,Montréal,Official languages,114,1195590.00
2440,Montréal,English,115,307080.00
2440,Montréal,French,116,888510.00
2440,Montréal,Non-official languages,117,627495.00
2440,Montréal,Aboriginal languages,118,585.00
2440,Montréal,Algonquian languages,119,310.00
2440,Montréal,Blackfoot,120,0.00
2440,Montréal,Cree-Montagnais languages,121,275.00
2440,Montréal,Atikamekw,122,25.00
2440,Montréal,Montagnais (Innu),123,45.00
2440,Montréal,Moose Cree,124,0.00
2440,Montréal,Naskapi,125,15.00
2440,Montréal,Northern East Cree,126,50.00
2440,Montréal,Plains Cree,127,5.00
2440,Montréal,Southern East Cree,128,5.00
2440,Montréal,Swampy Cree,129,0.00
2440,Montréal,Woods Cree,130,0.00
2440,Montréal,"Cree, n.o.s.",131,130.00
2440,Montréal,Eastern Algonquian languages,132,15.00
2440,Montréal,Malecite,133,0.00
2440,Montréal,Mi'kmaq,134,15.00
2440,Montréal,Ojibway-Potawatomi languages,135,20.00
2440,Montréal,Algonquin,136,20.00
2440,Montréal,Ojibway,137,0.00
2440,Montréal,Oji-Cree,138,0.00
2440,Montréal,Ottawa (Odawa),139,0.00
2440,Montréal,"Algonquian languages, n.i.e.",140,0.00
2440,Montréal,Athabaskan languages,141,5.00
2440,Montréal,Northern Athabaskan languages,142,5.00
2440,Montréal,Babine (Wetsuwet'en),143,0.00
2440,Montréal,Beaver,144,0.00
2440,Montréal,Carrier,145,0.00
2440,Montréal,Chilcotin,146,0.00
2440,Montréal,Dene,147,0.00
2440,Montréal,Dogrib (Tlicho),148,0.00
2440,Montréal,Gwich'in,149,0.00
2440,Montréal,Sarsi (Sarcee),150,0.00
2440,Montréal,Sekani,151,0.00
2440,Montréal,Slavey-Hare languages,152,5.00
2440,Montréal,North Slavey (Hare),153,0.00
2440,Montréal,South Slavey,154,0.00
2440,Montréal,"Slavey, n.o.s.",155,0.00
2440,Montréal,Tahltan languages,156,0.00
2440,Montréal,Kaska (Nahani),157,0.00
2440,Montréal,Tahltan,158,0.00
2440,Montréal,Tutchone languages,159,0.00
2440,Montréal,Northern Tutchone,160,0.00
2440,Montréal,Southern Tutchone,161,0.00
2440,Montréal,"Athabaskan languages, n.i.e.",162,0.00
2440,Montréal,Haida,163,0.00
2440,Montréal,Inuit languages,164,210.00
2440,Montréal,Inuinnaqtun (Inuvialuktun),165,0.00
2440,Montréal,Inuktitut,166,175.00
2440,Montréal,"Inuit languages, n.i.e.",167,35.00
2440,Montréal,Iroquoian languages,168,30.00
2440,Montréal,Cayuga,169,0.00
2440,Montréal,Mohawk,170,30.00
2440,Montréal,Oneida,171,0.00
2440,Montréal,"Iroquoian languages, n.i.e.",172,0.00
2440,Montréal,Kutenai,173,0.00
2440,Montréal,Michif,174,0.00
2440,Montréal,Salish languages,175,0.00
2440,Montréal,Comox,176,0.00
2440,Montréal,Halkomelem,177,0.00
2440,Montréal,Lillooet,178,0.00
2440,Montréal,Okanagan,179,0.00
2440,Montréal,Shuswap (Secwepemctsin),180,0.00
2440,Montréal,Squamish,181,0.00
2440,Montréal,Straits,182,0.00
2440,Montréal,Thompson (Ntlakapamux),183,0.00
2440,Montréal,"Salish languages, n.i.e.",184,0.00
2440,Montréal,Siouan languages,185,0.00
2440,Montréal,Dakota,186,0.00
2440,Montréal,Stoney,187,0.00
2440,Montréal,"Siouan languages, n.i.e.",188,0.00
2440,Montréal,Tlingit,189,0.00
2440,Montréal,Tsimshian languages,190,0.00
2440,Montréal,Gitxsan (Gitksan),191,0.00
2440,Montréal,Nisga'a,192,0.00
2440,Montréal,Tsimshian,193,0.00
2440,Montréal,Wakashan languages,194,0.00
2440,Montréal,Haisla,195,0.00
2440,Montréal,Heiltsuk,196,0.00
2440,Montréal,Kwakiutl (Kwak'wala),197,0.00
2440,Montréal,Nuu-chah-nulth (Nootka),198,0.00
2440,Montréal,"Wakashan languages, n.i.e.",199,0.00
2440,Montréal,"Aboriginal languages, n.o.s.",200,25.00
2440,Montréal,Non-Aboriginal languages,201,626905.00
2440,Montréal,Afro-Asiatic languages,202,122040.00
2440,Montréal,Berber languages,203,13915.00
2440,Montréal,Kabyle,204,8560.00
2440,Montréal,"Berber languages, n.i.e.",205,5355.00
2440,Montréal,Cushitic languages,206,695.00
2440,Montréal,Bilen,207,10.00
2440,Montréal,Oromo,208,5.00
2440,Montréal,Somali,209,660.00
2440,Montréal,"Cushitic languages, n.i.e.",210,15.00
2440,Montréal,Semitic languages,211,107255.00
2440,Montréal,Amharic,212,585.00
2440,Montréal,Arabic,213,102805.00
2440,Montréal,Assyrian Neo-Aramaic,214,55.00
2440,Montréal,Chaldean Neo-Aramaic,215,5.00
2440,Montréal,Harari,216,0.00
2440,Montréal,Hebrew,217,3435.00
2440,Montréal,Maltese,218,10.00
2440,Montréal,Tigrigna,219,310.00
2440,Montréal,"Semitic languages, n.i.e.",220,45.00
2440,Montréal,"Afro-Asiatic languages, n.i.e.",221,180.00
2440,Montréal,Austro-Asiatic languages,222,24425.00
2440,Montréal,Khmer (Cambodian),223,4980.00
2440,Montréal,Vietnamese,224,19435.00
2440,Montréal,"Austro-Asiatic languages, n.i.e",225,10.00
2440,Montréal,Austronesian languages,226,17455.00
2440,Montréal,Bikol,227,105.00
2440,Montréal,Cebuano,228,650.00
2440,Montréal,Fijian,229,0.00
2440,Montréal,Hiligaynon,230,375.00
2440,Montréal,Ilocano,231,1905.00
2440,Montréal,Malagasy,232,450.00
2440,Montréal,Malay,233,455.00
2440,Montréal,"Pampangan (Kapampangan, Pampango)",234,180.00
2440,Montréal,Pangasinan,235,80.00
2440,Montréal,"Tagalog (Pilipino, Filipino)",236,12980.00
2440,Montréal,Waray-Waray,237,40.00
2440,Montréal,"Austronesian languages, n.i.e.",238,240.00
2440,Montréal,Creole languages,239,36850.00
2440,Montréal,Haitian Creole,240,1320.00
2440,Montréal,"Creole, n.o.s.",241,35020.00
2440,Montréal,"Creole languages, n.i.e.",242,515.00
2440,Montréal,Dravidian languages,243,11900.00
2440,Montréal,Kannada,244,200.00
2440,Montréal,Malayalam,245,335.00
2440,Montréal,Tamil,246,10860.00
2440,Montréal,Telugu,247,495.00
2440,Montréal,"Dravidian languages, n.i.e.",248,5.00
2440,Montréal,Hmong-Mien languages,249,20.00
2440,Montréal,Indo-European languages,250,328960.00
2440,Montréal,Albanian,251,1730.00
2440,Montréal,Armenian,252,7455.00
2440,Montréal,Balto-Slavic languages,253,41970.00
2440,Montréal,Baltic languages,254,570.00
2440,Montréal,Latvian,255,200.00
2440,Montréal,Lithuanian,256,370.00
2440,Montréal,Slavic languages,257,41400.00
2440,Montréal,Belarusan,258,50.00
2440,Montréal,Bosnian,259,290.00
2440,Montréal,Bulgarian,260,4300.00
2440,Montréal,Croatian,261,1195.00
2440,Montréal,Czech,262,830.00
2440,Montréal,Macedonian,263,100.00
2440,Montréal,Polish,264,8875.00
2440,Montréal,Russian,265,18990.00
2440,Montréal,Serbian,266,1495.00
2440,Montréal,Serbo-Croatian,267,475.00
2440,Montréal,Slovak,268,640.00
2440,Montréal,Slovene (Slovenian),269,405.00
2440,Montréal,Ukrainian,270,3680.00
2440,Montréal,"Slavic languages, n.i.e.",271,80.00
2440,Montréal,Celtic languages,272,60.00
2440,Montréal,Scottish Gaelic,273,15.00
2440,Montréal,Welsh,274,15.00
2440,Montréal,"Celtic languages, n.i.e.",275,30.00
2440,Montréal,Germanic languages,276,15165.00
2440,Montréal,Afrikaans,277,65.00
2440,Montréal,Danish,278,205.00
2440,Montréal,Dutch,279,1175.00
2440,Montréal,Frisian,280,5.00
2440,Montréal,German,281,6070.00
2440,Montréal,Icelandic,282,50.00
2440,Montréal,Norwegian,283,115.00
2440,Montréal,Swedish,284,335.00
2440,Montréal,Vlaams (Flemish),285,140.00
2440,Montréal,Yiddish,286,6925.00
2440,Montréal,"Germanic languages, n.i.e.",287,70.00
2440,Montréal,Greek,288,20075.00
2440,Montréal,Indo-Iranian languages,289,52615.00
2440,Montréal,Indo-Aryan languages,290,34705.00
2440,Montréal,Bengali,291,9615.00
2440,Montréal,Gujarati,292,5120.00
2440,Montréal,Hindi,293,2320.00
2440,Montréal,Kashmiri,294,15.00
2440,Montréal,Konkani,295,85.00
2440,Montréal,Marathi,296,195.00
2440,Montréal,Nepali,297,160.00
2440,Montréal,Oriya (Odia),298,25.00
2440,Montréal,Punjabi (Panjabi),299,8930.00
2440,Montréal,Sindhi,300,260.00
2440,Montréal,Sinhala (Sinhalese),301,445.00
2440,Montréal,Urdu,302,7525.00
2440,Montréal,Iranian languages,303,17670.00
2440,Montréal,Kurdish,304,585.00
2440,Montréal,Pashto,305,905.00
2440,Montréal,Persian (Farsi),306,16185.00
2440,Montréal,"Indo-Iranian languages, n.i.e.",307,235.00
2440,Montréal,Italic (Romance) languages,308,189890.00
2440,Montréal,Catalan,309,215.00
2440,Montréal,Italian,310,74490.00
2440,Montréal,Portuguese,311,18525.00
2440,Montréal,Romanian,312,18370.00
2440,Montréal,Spanish,313,78215.00
2440,Montréal,"Italic (Romance) languages, n.i.e.",314,75.00
2440,Montréal,Japanese,315,1705.00
2440,Montréal,Kartvelian languages,316,145.00
2440,Montréal,Georgian,317,140.00
2440,Montréal,Korean,318,4160.00
2440,Montréal,Mongolic languages,319,155.00
2440,Montréal,Mongolian,320,155.00
2440,Montréal,Niger-Congo languages,321,13995.00
2440,Montréal,Akan (Twi),322,790.00
2440,Montréal,Bamanankan,323,700.00
2440,Montréal,Edo,324,60.00
2440,Montréal,Ewe,325,330.00
2440,Montréal,"Fulah (Pular, Pulaar, Fulfulde)",326,1180.00
2440,Montréal,Ga,327,50.00
2440,Montréal,Ganda,328,10.00
2440,Montréal,Igbo,329,80.00
2440,Montréal,Lingala,330,1520.00
2440,Montréal,Rundi (Kirundi),331,1190.00
2440,Montréal,Kinyarwanda (Rwanda),332,1030.00
2440,Montréal,Shona,333,60.00
2440,Montréal,Swahili,334,895.00
2440,Montréal,Wolof,335,1720.00
2440,Montréal,Yoruba,336,160.00
2440,Montréal,"Niger-Congo languages, n.i.e.",337,4225.00
2440,Montréal,Nilo-Saharan languages,338,125.00
2440,Montréal,Dinka,339,5.00
2440,Montréal,"Nilo-Saharan languages, n.i.e.",340,120.00
2440,Montréal,Sign languages,341,415.00
2440,Montréal,American Sign Language,342,30.00
2440,Montréal,Quebec Sign Language,343,190.00
2440,Montréal,"Sign languages, n.i.e",344,195.00
2440,Montréal,Sino-Tibetan languages,345,52755.00
2440,Montréal,Chinese languages,346,52615.00
2440,Montréal,Cantonese,347,15845.00
2440,Montréal,Hakka,348,300.00
2440,Montréal,Mandarin,349,30720.00
2440,Montréal,Min Dong,350,20.00
2440,Montréal,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",351,2400.00
2440,Montréal,Wu (Shanghainese),352,755.00
2440,Montréal,"Chinese, n.o.s.",353,2510.00
2440,Montréal,"Chinese languages, n.i.e.",354,65.00
2440,Montréal,Tibeto-Burman languages,355,140.00
2440,Montréal,Burmese,356,50.00
2440,Montréal,Karenic languages,357,0.00
2440,Montréal,Tibetan,358,40.00
2440,Montréal,"Tibeto-Burman languages, n.i.e.",359,60.00
2440,Montréal,Tai-Kadai languages,360,1845.00
2440,Montréal,Lao,361,1495.00
2440,Montréal,Thai,362,350.00
2440,Montréal,"Tai-Kadai languages, n.i.e",363,10.00
2440,Montréal,Turkic languages,364,5555.00
2440,Montréal,Azerbaijani,365,200.00
2440,Montréal,Turkish,366,4935.00
2440,Montréal,Uyghur,367,145.00
2440,Montréal,Uzbek,368,120.00
2440,Montréal,"Turkic languages, n.i.e.",369,155.00
2440,Montréal,Uralic languages,370,4020.00
2440,Montréal,Estonian,371,145.00
2440,Montréal,Finnish,372,220.00
2440,Montréal,Hungarian,373,3650.00
2440,Montréal,"Uralic languages, n.i.e.",374,0.00
2440,Montréal,"Other languages, n.i.e.",375,390.00
2440,Montréal,Multiple responses,376,91675.00
2440,Montréal,English and French,377,25185.00
2440,Montréal,English and non-official language,378,18755.00
2440,Montréal,French and non-official language,379,37330.00
2440,Montréal,"English, French and non-official language",380,10410.00
2440,Montréal,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,381,1914760.00
2440,Montréal,Single responses,382,1740115.00
2440,Montréal,Official languages,383,1390200.00
2440,Montréal,English,384,437075.00
2440,Montréal,French,385,953130.00
2440,Montréal,Non-official languages,386,349915.00
2440,Montréal,Aboriginal languages,387,230.00
2440,Montréal,Algonquian languages,388,135.00
2440,Montréal,Blackfoot,389,0.00
2440,Montréal,Cree-Montagnais languages,390,130.00
2440,Montréal,Atikamekw,391,5.00
2440,Montréal,Montagnais (Innu),392,15.00
2440,Montréal,Moose Cree,393,0.00
2440,Montréal,Naskapi,394,5.00
2440,Montréal,Northern East Cree,395,30.00
2440,Montréal,Plains Cree,396,0.00
2440,Montréal,Southern East Cree,397,5.00
2440,Montréal,Swampy Cree,398,0.00
2440,Montréal,Woods Cree,399,0.00
2440,Montréal,"Cree, n.o.s.",400,65.00
2440,Montréal,Eastern Algonquian languages,401,0.00
2440,Montréal,Malecite,402,0.00
2440,Montréal,Mi'kmaq,403,5.00
2440,Montréal,Ojibway-Potawatomi languages,404,5.00
2440,Montréal,Algonquin,405,0.00
2440,Montréal,Ojibway,406,0.00
2440,Montréal,Oji-Cree,407,0.00
2440,Montréal,Ottawa (Odawa),408,0.00
2440,Montréal,"Algonquian languages, n.i.e.",409,0.00
2440,Montréal,Athabaskan languages,410,0.00
2440,Montréal,Northern Athabaskan languages,411,0.00
2440,Montréal,Babine (Wetsuwet'en),412,0.00
2440,Montréal,Beaver,413,0.00
2440,Montréal,Carrier,414,0.00
2440,Montréal,Chilcotin,415,0.00
2440,Montréal,Dene,416,0.00
2440,Montréal,Dogrib (Tlicho),417,0.00
2440,Montréal,Gwich'in,418,0.00
2440,Montréal,Sarsi (Sarcee),419,0.00
2440,Montréal,Sekani,420,0.00
2440,Montréal,Slavey-Hare languages,421,0.00
2440,Montréal,North Slavey (Hare),422,0.00
2440,Montréal,South Slavey,423,0.00
2440,Montréal,"Slavey, n.o.s.",424,0.00
2440,Montréal,Tahltan languages,425,0.00
2440,Montréal,Kaska (Nahani),426,0.00
2440,Montréal,Tahltan,427,0.00
2440,Montréal,Tutchone languages,428,0.00
2440,Montréal,Northern Tutchone,429,0.00
2440,Montréal,Southern Tutchone,430,0.00
2440,Montréal,"Athabaskan languages, n.i.e.",431,0.00
2440,Montréal,Haida,432,0.00
2440,Montréal,Inuit languages,433,70.00
2440,Montréal,Inuinnaqtun (Inuvialuktun),434,0.00
2440,Montréal,Inuktitut,435,60.00
2440,Montréal,"Inuit languages, n.i.e.",436,5.00
2440,Montréal,Iroquoian languages,437,10.00
2440,Montréal,Cayuga,438,0.00
2440,Montréal,Mohawk,439,15.00
2440,Montréal,Oneida,440,0.00
2440,Montréal,"Iroquoian languages, n.i.e.",441,0.00
2440,Montréal,Kutenai,442,0.00
2440,Montréal,Michif,443,0.00
2440,Montréal,Salish languages,444,0.00
2440,Montréal,Comox,445,0.00
2440,Montréal,Halkomelem,446,0.00
2440,Montréal,Lillooet,447,0.00
2440,Montréal,Okanagan,448,0.00
2440,Montréal,Shuswap (Secwepemctsin),449,0.00
2440,Montréal,Squamish,450,0.00
2440,Montréal,Straits,451,0.00
2440,Montréal,Thompson (Ntlakapamux),452,0.00
2440,Montréal,"Salish languages, n.i.e.",453,0.00
2440,Montréal,Siouan languages,454,0.00
2440,Montréal,Dakota,455,0.00
2440,Montréal,Stoney,456,0.00
2440,Montréal,"Siouan languages, n.i.e.",457,0.00
2440,Montréal,Tlingit,458,0.00
2440,Montréal,Tsimshian languages,459,0.00
2440,Montréal,Gitxsan (Gitksan),460,0.00
2440,Montréal,Nisga'a,461,0.00
2440,Montréal,Tsimshian,462,0.00
2440,Montréal,Wakashan languages,463,0.00
2440,Montréal,Haisla,464,0.00
2440,Montréal,Heiltsuk,465,0.00
2440,Montréal,Kwakiutl (Kwak'wala),466,0.00
2440,Montréal,Nuu-chah-nulth (Nootka),467,0.00
2440,Montréal,"Wakashan languages, n.i.e.",468,0.00
2440,Montréal,"Aboriginal languages, n.o.s.",469,10.00
2440,Montréal,Non-Aboriginal languages,470,349680.00
2440,Montréal,Afro-Asiatic languages,471,58305.00
2440,Montréal,Berber languages,472,5315.00
2440,Montréal,Kabyle,473,3635.00
2440,Montréal,"Berber languages, n.i.e.",474,1680.00
2440,Montréal,Cushitic languages,475,335.00
2440,Montréal,Bilen,476,5.00
2440,Montréal,Oromo,477,0.00
2440,Montréal,Somali,478,325.00
2440,Montréal,"Cushitic languages, n.i.e.",479,5.00
2440,Montréal,Semitic languages,480,52600.00
2440,Montréal,Amharic,481,290.00
2440,Montréal,Arabic,482,50570.00
2440,Montréal,Assyrian Neo-Aramaic,483,35.00
2440,Montréal,Chaldean Neo-Aramaic,484,5.00
2440,Montréal,Harari,485,5.00
2440,Montréal,Hebrew,486,1500.00
2440,Montréal,Maltese,487,0.00
2440,Montréal,Tigrigna,488,180.00
2440,Montréal,"Semitic languages, n.i.e.",489,15.00
2440,Montréal,"Afro-Asiatic languages, n.i.e.",490,55.00
2440,Montréal,Austro-Asiatic languages,491,17930.00
2440,Montréal,Khmer (Cambodian),492,3120.00
2440,Montréal,Vietnamese,493,14805.00
2440,Montréal,"Austro-Asiatic languages, n.i.e",494,0.00
2440,Montréal,Austronesian languages,495,8610.00
2440,Montréal,Bikol,496,15.00
2440,Montréal,Cebuano,497,210.00
2440,Montréal,Fijian,498,0.00
2440,Montréal,Hiligaynon,499,115.00
2440,Montréal,Ilocano,500,695.00
2440,Montréal,Malagasy,501,135.00
2440,Montréal,Malay,502,135.00
2440,Montréal,"Pampangan (Kapampangan, Pampango)",503,50.00
2440,Montréal,Pangasinan,504,15.00
2440,Montréal,"Tagalog (Pilipino, Filipino)",505,7190.00
2440,Montréal,Waray-Waray,506,15.00
2440,Montréal,"Austronesian languages, n.i.e.",507,45.00
2440,Montréal,Creole languages,508,14360.00
2440,Montréal,Haitian Creole,509,565.00
2440,Montréal,"Creole, n.o.s.",510,13585.00
2440,Montréal,"Creole languages, n.i.e.",511,210.00
2440,Montréal,Dravidian languages,512,9265.00
2440,Montréal,Kannada,513,125.00
2440,Montréal,Malayalam,514,155.00
2440,Montréal,Tamil,515,8700.00
2440,Montréal,Telugu,516,285.00
2440,Montréal,"Dravidian languages, n.i.e.",517,10.00
2440,Montréal,Hmong-Mien languages,518,10.00
2440,Montréal,Indo-European languages,519,185570.00
2440,Montréal,Albanian,520,990.00
2440,Montréal,Armenian,521,5185.00
2440,Montréal,Balto-Slavic languages,522,25165.00
2440,Montréal,Baltic languages,523,140.00
2440,Montréal,Latvian,524,60.00
2440,Montréal,Lithuanian,525,80.00
2440,Montréal,Slavic languages,526,25025.00
2440,Montréal,Belarusan,527,15.00
2440,Montréal,Bosnian,528,170.00
2440,Montréal,Bulgarian,529,3110.00
2440,Montréal,Croatian,530,525.00
2440,Montréal,Czech,531,250.00
2440,Montréal,Macedonian,532,60.00
2440,Montréal,Polish,533,3985.00
2440,Montréal,Russian,534,13830.00
2440,Montréal,Serbian,535,870.00
2440,Montréal,Serbo-Croatian,536,205.00
2440,Montréal,Slovak,537,140.00
2440,Montréal,Slovene (Slovenian),538,130.00
2440,Montréal,Ukrainian,539,1725.00
2440,Montréal,"Slavic languages, n.i.e.",540,15.00
2440,Montréal,Celtic languages,541,15.00
2440,Montréal,Scottish Gaelic,542,0.00
2440,Montréal,Welsh,543,0.00
2440,Montréal,"Celtic languages, n.i.e.",544,10.00
